customer_id,churn_probability,risk_tier,top_reason_codes
CUST00001,0.3993926429930634,low,subscription_plan_Premium(-); account_age_days(-); days_since_last_login(-)
CUST00065,0.5387022991695513,high,subscription_plan_Free(+); missingindicator_pages_per_session(+); days_since_last_login(-)
CUST00066,0.3485876245781983,low,days_since_last_login(-); subscription_plan_Premium(-); account_age_days(-)
CUST00067,0.44013103721811764,low,region_South(-); days_since_last_login(-); support_per_order(+)
CUST00068,0.6425229486507259,high,subscription_plan_Free(+); days_since_last_login(+); support_per_order(+)
CUST00069,0.5072448461316795,medium,subscription_plan_Basic(+); days_since_last_login(+); account_age_days(+)
CUST00070,0.5900397018360068,high,subscription_plan_Free(+); device_type_Desktop(+); region_West(+)
CUST00071,0.43577340856870955,low,region_South(-); days_since_last_login(-); subscription_plan_Basic(+)
CUST00072,0.5192085157366607,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00073,0.521329271341067,high,days_since_last_login(+); subscription_plan_Premium(-); account_age_days(+)
CUST00074,0.436770396529492,low,subscription_plan_Free(+); days_since_last_login(-); region_South(-)
CUST00075,0.45590558579416385,low,device_type_Tablet(-); subscription_plan_Basic(+); support_per_order(+)
CUST00076,0.35088067461403033,low,subscription_plan_Enterprise(-); days_since_last_login(-); region_West(+)
CUST00077,0.4676388408761807,medium,subscription_plan_Free(+); days_since_last_login(-); support_per_order(-)
CUST00078,0.4551387617204813,low,days_since_last_login(+); subscription_plan_Premium(-); missingindicator_recency_ratio(-)
CUST00079,0.4173927792688395,low,region_South(-); subscription_plan_Basic(+); days_since_last_login(-)
CUST00080,0.5011922703773719,medium,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00081,0.5186623527845426,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00082,0.3240072122665697,low,subscription_plan_Enterprise(-); region_South(-); account_age_days(-)
CUST00083,0.4388228670843762,low,days_since_last_login(-); subscription_plan_Basic(+); account_age_days(+)
CUST00084,0.513801202475914,high,missingindicator_pages_per_session(+); subscription_plan_Basic(+); days_since_last_login(-)
CUST00085,0.5014371259612096,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00086,0.39096662558663475,low,subscription_plan_Enterprise(-); account_age_days(-); device_type_Desktop(+)
CUST00087,0.4254200949883565,low,days_since_last_login(-); missingindicator_pages_per_session(+); subscription_plan_Premium(-)
CUST00088,0.5667349668002732,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00089,0.5384235975316393,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); device_type_Tablet(-)
CUST00090,0.4270700491664766,low,account_age_days(-); days_since_last_login(-); subscription_plan_Basic(+)
CUST00091,0.5815214405022752,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00092,0.6031467603932562,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00093,0.5259416549382435,high,days_since_last_login(+); account_age_days(-); device_type_Desktop(+)
CUST00094,0.4821542518831953,medium,subscription_plan_Basic(+); account_age_days(+); days_since_last_login(-)
CUST00095,0.4045087920900318,low,subscription_plan_Enterprise(-); days_since_last_login(+); account_age_days(-)
CUST00096,0.4450311001870254,low,subscription_plan_Premium(-); days_since_last_login(+); account_age_days(-)
CUST00097,0.5547475260410542,high,subscription_plan_Free(+); device_type_Desktop(+); days_since_last_login(-)
CUST00098,0.4537015548711512,low,account_age_days(-); subscription_plan_Basic(+); support_per_order(-)
CUST00099,0.4494847669759617,low,subscription_plan_Premium(-); device_type_Desktop(+); account_age_days(+)
CUST00100,0.5403623181742431,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00101,0.519001823129499,high,subscription_plan_Free(+); account_age_days(-); device_type_Desktop(+)
CUST00102,0.48595491620607734,medium,subscription_plan_Free(+); device_type_Tablet(-); account_age_days(-)
CUST00103,0.5464036783821395,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00104,0.5173320543381936,high,days_since_last_login(+); account_age_days(-); subscription_plan_Basic(+)
CUST00105,0.5359348106396484,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00106,0.5439640474489277,high,days_since_last_login(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00107,0.3954308706937247,low,subscription_plan_Enterprise(-); device_type_Desktop(+); days_since_last_login(-)
CUST00108,0.5026871370868757,medium,support_per_order(+); account_age_days(-); device_type_Desktop(+)
CUST00109,0.599209661941306,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); days_since_last_login(+)
CUST00110,0.4510549737654165,low,missingindicator_pages_per_session(+); subscription_plan_Premium(-); device_type_Tablet(-)
CUST00111,0.5177840057310703,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Tablet(-)
CUST00112,0.48429007687718456,medium,subscription_plan_Free(+); missingindicator_avg_order_value(-); device_type_Tablet(-)
CUST00113,0.5415748613703204,high,subscription_plan_Free(+); support_per_order(+); days_since_last_login(-)
CUST00114,0.45045989045815216,low,subscription_plan_Enterprise(-); account_age_days(+); device_type_Desktop(+)
CUST00115,0.49883666589228726,medium,subscription_plan_Free(+); days_since_last_login(-); device_type_Desktop(+)
CUST00116,0.5498186106604506,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00117,0.5622632470199742,high,subscription_plan_Free(+); days_since_last_login(+); region_North(-)
CUST00118,0.48091867540225924,medium,account_age_days(-); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00119,0.4466076963052187,low,subscription_plan_Free(+); missingindicator_avg_order_value(-); days_since_last_login(-)
CUST00120,0.4756898398792321,medium,account_age_days(+); days_since_last_login(-); subscription_plan_Basic(+)
CUST00121,0.38845765590670045,low,subscription_plan_Enterprise(-); device_type_Tablet(-); days_since_last_login(+)
CUST00122,0.5532946615757565,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); device_type_Tablet(-)
CUST00123,0.5276391842148828,high,subscription_plan_Free(+); region_South(-); device_type_Desktop(+)
CUST00124,0.40323654308720036,low,subscription_plan_Free(+); days_since_last_login(-); missingindicator_avg_order_value(-)
CUST00125,0.5881309958579911,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00126,0.45744137866714346,medium,missingindicator_recency_ratio(-); days_since_last_login(-); missingindicator_account_age_days(-)
CUST00127,0.5246721343856453,high,subscription_plan_Free(+); account_age_days(-); region_West(+)
CUST00128,0.5061685332342566,medium,subscription_plan_Free(+); days_since_last_login(-); support_per_order(-)
CUST00129,0.47245402686977683,medium,device_type_Desktop(+); subscription_plan_Basic(+); support_per_order(-)
CUST00130,0.4636181878946797,medium,account_age_days(-); subscription_plan_Basic(+); region_West(+)
CUST00131,0.36894671647143173,low,missingindicator_avg_order_value(-); subscription_plan_Premium(-); account_age_days(-)
CUST00132,0.4889093298905746,medium,subscription_plan_Free(+); device_type_Tablet(-); days_since_last_login(-)
CUST00133,0.5105990097117303,high,account_age_days(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00134,0.5215016284566343,high,days_since_last_login(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00135,0.5404671375414931,high,days_since_last_login(+); region_South(-); device_type_Desktop(+)
CUST00136,0.4506677328024146,low,subscription_plan_Enterprise(-); days_since_last_login(+); account_age_days(+)
CUST00137,0.37932706191152304,low,subscription_plan_Enterprise(-); device_type_Tablet(-); account_age_days(+)
CUST00138,0.4824198987152283,medium,device_type_Desktop(+); subscription_plan_Basic(+); account_age_days(-)
CUST00139,0.3934760115883968,low,subscription_plan_Premium(-); region_South(-); account_age_days(-)
CUST00140,0.4733066623565123,medium,subscription_plan_Free(+); days_since_last_login(-); is_dormant(-)
CUST00141,0.5204484563462562,high,missingindicator_pages_per_session(+); account_age_days(-); device_type_Desktop(+)
CUST00142,0.4427601590065999,low,days_since_last_login(-); subscription_plan_Basic(+); account_age_days(+)
CUST00143,0.49485205511388075,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00144,0.5729494230117841,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); account_age_days(+)
CUST00145,0.542414141914989,high,days_since_last_login(+); missingindicator_monthly_spend(+); missingindicator_pages_per_session(+)
CUST00146,0.5590058724898377,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00147,0.3764633251625695,low,subscription_plan_Enterprise(-); account_age_days(-); region_North(-)
CUST00148,0.42092363876235445,low,subscription_plan_Premium(-); device_type_Tablet(-); days_since_last_login(+)
CUST00149,0.5618082626878478,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00150,0.45722331124123433,low,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00151,0.403292396887455,low,subscription_plan_Premium(-); device_type_Tablet(-); account_age_days(+)
CUST00152,0.5617380571781974,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Tablet(-)
CUST00153,0.46037871354498394,medium,subscription_plan_Free(+); region_South(-); days_since_last_login(-)
CUST00154,0.5337480795749858,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00155,0.48305634675378295,medium,subscription_plan_Free(+); days_since_last_login(+); device_type_Tablet(-)
CUST00156,0.4682995073797812,medium,days_since_last_login(+); subscription_plan_Premium(-); account_age_days(+)
CUST00157,0.4768449992856668,medium,subscription_plan_Free(+); region_South(-); days_since_last_login(-)
CUST00158,0.34613985869279346,low,subscription_plan_Enterprise(-); region_South(-); account_age_days(-)
CUST00159,0.5352512857687606,high,days_since_last_login(+); account_age_days(+); subscription_plan_Basic(+)
CUST00160,0.518316380306689,high,subscription_plan_Free(+); account_age_days(-); days_since_last_login(+)
CUST00161,0.37402599473443693,low,subscription_plan_Premium(-); device_type_Tablet(-); account_age_days(-)
CUST00162,0.41299516662428815,low,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00163,0.545400076330522,high,subscription_plan_Free(+); account_age_days(-); device_type_Desktop(+)
CUST00164,0.5957693187510948,high,subscription_plan_Free(+); device_type_Desktop(+); region_West(+)
CUST00165,0.6349483881728641,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00166,0.4162445315601122,low,days_since_last_login(-); account_age_days(-); subscription_plan_Basic(+)
CUST00167,0.5353255932510145,high,days_since_last_login(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00168,0.5516818433475829,high,days_since_last_login(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00169,0.5452551450210888,high,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00170,0.39828378576281154,low,subscription_plan_Premium(-); region_South(-); account_age_days(+)
CUST00171,0.44982924715843203,low,subscription_plan_Premium(-); account_age_days(+); region_West(+)
CUST00172,0.3983203029585213,low,region_South(-); days_since_last_login(-); subscription_plan_Basic(+)
CUST00173,0.5885310095526717,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(+)
CUST00174,0.5076323000624182,medium,subscription_plan_Free(+); device_type_Tablet(-); days_since_last_login(+)
CUST00175,0.5493795183397682,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Tablet(-)
CUST00176,0.5564523559408641,high,subscription_plan_Free(+); device_type_Desktop(+); days_since_last_login(+)
CUST00177,0.5632521992687773,high,subscription_plan_Free(+); account_age_days(+); region_North(-)
CUST00178,0.6114572327752462,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(+)
CUST00179,0.4712708277742679,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00180,0.3367942226643373,low,subscription_plan_Enterprise(-); days_since_last_login(-); account_age_days(-)
CUST00181,0.4191907428960861,low,days_since_last_login(-); subscription_plan_Basic(+); support_per_order(-)
CUST00182,0.561486547058618,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00183,0.5378897203038218,high,days_since_last_login(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00184,0.49305674458182736,medium,account_age_days(+); days_since_last_login(-); subscription_plan_Basic(+)
CUST00185,0.419656563868115,low,subscription_plan_Premium(-); days_since_last_login(+); support_per_order(-)
CUST00186,0.45333161351226786,low,region_South(-); days_since_last_login(-); account_age_days(+)
CUST00187,0.616255411197824,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00188,0.5815163232337053,high,subscription_plan_Free(+); days_since_last_login(+); support_per_order(-)
CUST00189,0.3574013780250759,low,subscription_plan_Enterprise(-); days_since_last_login(-); device_type_Desktop(+)
CUST00190,0.3916168145733359,low,subscription_plan_Premium(-); region_South(-); account_age_days(-)
CUST00191,0.5046821885687663,medium,subscription_plan_Free(+); account_age_days(-); device_type_Desktop(+)
CUST00192,0.5387459928017522,high,missingindicator_pages_per_session(+); days_since_last_login(+); subscription_plan_Basic(+)
CUST00193,0.3969925286252723,low,subscription_plan_Enterprise(-); device_type_Desktop(+); support_per_order(-)
CUST00194,0.5346518412037022,high,subscription_plan_Free(+); device_type_Tablet(-); account_age_days(+)
CUST00195,0.46989398048724373,medium,days_since_last_login(-); account_age_days(+); subscription_plan_Basic(+)
CUST00196,0.47549768907579815,medium,subscription_plan_Free(+); missingindicator_avg_order_value(-); account_age_days(-)
CUST00197,0.529920255101682,high,subscription_plan_Free(+); days_since_last_login(-); device_type_Desktop(+)
CUST00198,0.5473782131029994,high,days_since_last_login(+); account_age_days(-); device_type_Desktop(+)
CUST00199,0.48113061506255067,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00200,0.44843771276544525,low,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00201,0.6541271996878064,high,subscription_plan_Free(+); days_since_last_login(+); missingindicator_monthly_spend(+)
CUST00202,0.5062052274210913,medium,subscription_plan_Free(+); pages_per_session(-); support_per_order(-)
CUST00203,0.572073030858097,high,subscription_plan_Free(+); days_since_last_login(+); region_South(-)
CUST00204,0.4165441846469505,low,subscription_plan_Free(+); days_since_last_login(-); region_South(-)
CUST00205,0.4602872952597066,medium,account_age_days(-); subscription_plan_Basic(+); days_since_last_login(+)
CUST00206,0.37006344590314205,low,subscription_plan_Enterprise(-); device_type_Tablet(-); region_Central(+)
CUST00207,0.558798214707047,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00208,0.4557880153436549,low,days_since_last_login(+); missingindicator_avg_order_value(-); subscription_plan_Premium(-)
CUST00209,0.4874291347948727,medium,subscription_plan_Premium(-); account_age_days(+); region_West(+)
CUST00210,0.5098402485568247,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(+)
CUST00211,0.5446108154521925,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00212,0.5377554295990902,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00213,0.49814699712827987,medium,days_since_last_login(+); subscription_plan_Premium(-); device_type_Desktop(+)
CUST00214,0.5063123326638516,medium,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00215,0.5172091696135964,high,subscription_plan_Free(+); days_since_last_login(-); support_per_order(+)
CUST00216,0.40339682295633433,low,account_age_days(-); days_since_last_login(-); subscription_plan_Basic(+)
CUST00217,0.5991433376303268,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00218,0.5377238343605232,high,subscription_plan_Free(+); missingindicator_pages_per_session(+); region_South(-)
CUST00219,0.4353120813912814,low,device_type_Tablet(-); subscription_plan_Basic(+); support_per_order(-)
CUST00220,0.43761994506175633,low,account_age_days(-); subscription_plan_Basic(+); region_North(-)
CUST00221,0.5064008735580112,medium,subscription_plan_Basic(+); days_since_last_login(+); account_age_days(+)
CUST00222,0.508103270771863,medium,subscription_plan_Free(+); days_since_last_login(-); region_Central(+)
CUST00223,0.570508243369656,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00224,0.43565930569003475,low,subscription_plan_Premium(-); days_since_last_login(+); support_per_order(-)
CUST00225,0.636220710763571,high,avg_order_value(+); subscription_plan_Free(+); device_type_Desktop(+)
CUST00226,0.48679324442180383,medium,subscription_plan_Premium(-); days_since_last_login(+); device_type_Desktop(+)
CUST00227,0.5690994485391776,high,subscription_plan_Free(+); missingindicator_pages_per_session(+); days_since_last_login(+)
CUST00228,0.3668729844151004,low,days_since_last_login(-); device_type_Tablet(-); subscription_plan_Basic(+)
CUST00229,0.6391089218891716,high,subscription_plan_Free(+); days_since_last_login(+); missingindicator_pages_per_session(+)
CUST00230,0.4568442902984932,low,subscription_plan_Enterprise(-); days_since_last_login(+); device_type_Desktop(+)
CUST00231,0.4471083785370296,low,subscription_plan_Free(+); days_since_last_login(-); account_age_days(-)
CUST00232,0.5361101567085829,high,account_age_days(+); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00233,0.48212872288726993,medium,days_since_last_login(-); account_age_days(+); device_type_Desktop(+)
CUST00234,0.539404057110111,high,subscription_plan_Free(+); missingindicator_avg_order_value(-); region_South(-)
CUST00235,0.4643115075948119,medium,subscription_plan_Free(+); missingindicator_avg_order_value(-); days_since_last_login(-)
CUST00236,0.42325770210506686,low,days_since_last_login(-); subscription_plan_Basic(+); account_age_days(+)
CUST00237,0.4688960501095803,medium,missingindicator_pages_per_session(+); region_South(-); account_age_days(-)
CUST00238,0.5349161426401008,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Tablet(-)
CUST00239,0.44808682084795637,low,days_since_last_login(-); account_age_days(+); subscription_plan_Basic(+)
CUST00240,0.5231888606386661,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00241,0.3829266844471869,low,days_since_last_login(-); region_South(-); account_age_days(-)
CUST00242,0.5478535287827189,high,missingindicator_pages_per_session(+); subscription_plan_Premium(-); days_since_last_login(+)
CUST00243,0.635025324704414,high,subscription_plan_Free(+); days_since_last_login(+); device_type_Desktop(+)
CUST00244,0.48570835912338345,medium,account_age_days(+); subscription_plan_Basic(+); days_since_last_login(-)
CUST00245,0.3810709815144023,low,subscription_plan_Enterprise(-); days_since_last_login(-); account_age_days(+)
CUST00246,0.3736715400313434,low,days_since_last_login(-); subscription_plan_Premium(-); account_age_days(+)
CUST00247,0.6670983372629946,high,days_since_last_login(+); missingindicator_monthly_spend(+); missingindicator_pages_per_session(+)
CUST00248,0.42271843829180933,low,subscription_plan_Enterprise(-); account_age_days(-); support_per_order(+)
CUST00249,0.5080773234605578,medium,subscription_plan_Free(+); days_since_last_login(-); missingindicator_monthly_spend(+)
CUST00250,0.45971407823245247,medium,missingindicator_recency_ratio(-); missingindicator_account_age_days(-); subscription_plan_Basic(+)
CUST00251,0.4187377487913995,low,account_age_days(-); days_since_last_login(-); subscription_plan_Basic(+)
CUST00252,0.49807475807569607,medium,subscription_plan_Basic(+); days_since_last_login(+); support_per_order(+)
CUST00253,0.5276644268222173,high,days_since_last_login(+); account_age_days(-); device_type_Desktop(+)
CUST00254,0.5864979840998998,high,subscription_plan_Free(+); missingindicator_monthly_spend(+); account_age_days(+)
CUST00255,0.5070516164956936,medium,subscription_plan_Free(+); region_South(-); device_type_Desktop(+)
CUST00256,0.4324340405279212,low,days_since_last_login(-); subscription_plan_Basic(+); region_West(+)
CUST00257,0.43362800114026784,low,subscription_plan_Premium(-); account_age_days(+); days_since_last_login(-)
CUST00258,0.5380581325825062,high,subscription_plan_Free(+); days_since_last_login(+); account_age_days(-)
CUST00259,0.47661052497018164,medium,subscription_plan_Free(+); device_type_Tablet(-); days_since_last_login(+)
CUST00260,0.5508320033511844,high,days_since_last_login(+); account_age_days(+); subscription_plan_Basic(+)
CUST00261,0.5195283621044962,high,subscription_plan_Free(+); region_South(-); account_age_days(+)
CUST00262,0.5395326304015073,high,subscription_plan_Free(+); account_age_days(+); days_since_last_login(-)
CUST00263,0.37404106046277874,low,days_since_last_login(-); account_age_days(-); subscription_plan_Basic(+)
CUST00264,0.48834779618770774,medium,missingindicator_pages_per_session(+); subscription_plan_Premium(-); days_since_last_login(+)
CUST00265,0.5091320551641008,medium,subscription_plan_Free(+); account_age_days(-); pages_per_session(+)
CUST00266,0.4283900781286444,low,days_since_last_login(-); subscription_plan_Basic(+); region_West(+)
CUST00267,0.4370286566593776,low,days_since_last_login(+); missingindicator_avg_order_value(-); subscription_plan_Premium(-)
CUST00268,0.47416490300101993,medium,subscription_plan_Free(+); device_type_Tablet(-); account_age_days(-)
CUST00269,0.4884856949883275,medium,days_since_last_login(+); subscription_plan_Premium(-); region_South(-)
CUST00270,0.5004850308735781,medium,days_since_last_login(+); device_type_Tablet(-); subscription_plan_Basic(+)
CUST00271,0.4868911671266819,medium,device_type_Tablet(-); account_age_days(+); subscription_plan_Basic(+)
CUST00272,0.4088032456494246,low,subscription_plan_Premium(-); account_age_days(-); days_since_last_login(+)
CUST00273,0.46778469147963386,medium,account_age_days(+); days_since_last_login(-); subscription_plan_Basic(+)
CUST00274,0.5069994286737642,medium,days_since_last_login(+); missingindicator_avg_order_value(-); subscription_plan_Basic(+)
CUST00275,0.4937777265951292,medium,missingindicator_avg_order_value(-); device_type_Desktop(+); subscription_plan_Basic(+)
CUST00276,0.4952224729650128,medium,subscription_plan_Free(+); region_South(-); account_age_days(-)
CUST00277,0.39847431315568044,low,subscription_plan_Enterprise(-); days_since_last_login(+); device_type_Tablet(-)
CUST00278,0.41763244746878225,low,subscription_plan_Free(+); missingindicator_avg_order_value(-); days_since_last_login(-)
